型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
25P CS Blue,DN15,"41,564",9307015005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",无库存 (N),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN20,"41,564",9307020005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",无库存 (N),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN25,"50,437",7307025005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",无库存 (N),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN40,"64,061",9307040005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",有库存 (Y),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN50,"67,485",9307050005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",有库存 (Y),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN65,"114,052",9307065005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",有库存 (Y),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN80,"127,795",9307080005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",有库存 (Y),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN100,"155,521",9307100005,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",有库存 (Y),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
25P CS Blue,DN150,"289,683",9307150006,减压阀,"英文原标题： 25P Cast Steel- flanged PN40 (BSP screwed also available), 备注： 同样适用于 ANSI 法兰或 NPT 螺纹连接 (Also available with ANSI flanged or NPT screwed)",无库存 (N),,,,,,,减压阀/25P.md,25P,2. 25P 铸钢阀门 - 法兰连接 (PN40)（也可提供螺纹连接 BSP）,2
阀盖组件（含顶丝与垫片，包含上阀杆导向件）,"2 1/2"" (DN65)","3,025",3266765,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A B C,Cap Assembly with Cap Screws & Gasket - Includes Upper Stem Guide,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阀盖组件（含顶丝与垫片，包含上阀杆导向件）,"3"" (DN80)","3,604",3266766,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A B C,Cap Assembly with Cap Screws & Gasket - Includes Upper Stem Guide,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阀盖组件（含顶丝与垫片，包含上阀杆导向件）,"4""/5""","5,133",3266767,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A B C,Cap Assembly with Cap Screws & Gasket - Includes Upper Stem Guide,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
滤网、滤网固定环、主阀弹簧与阀盖垫片,"2 1/2"" (DN65)",657,3265854,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,M N O C,"Screen, Screen Retaining Ring, Main Valve Spring & Cap Gasket",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
滤网、滤网固定环、主阀弹簧与阀盖垫片,"3"" (DN80)",657,3265863,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,M N O C,"Screen, Screen Retaining Ring, Main Valve Spring & Cap Gasket",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
滤网、滤网固定环、主阀弹簧与阀盖垫片,"4""/5""",657,3265864,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,M N O C,"Screen, Screen Retaining Ring, Main Valve Spring & Cap Gasket",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阀盖垫片、阀头与阀杆组件、阀座与阀杆导向件,"2 1/2"" (DN65)","7,006",3265853,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C P Q X,"Cap Gasket, Head & Stem Assembly Seat & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阀盖垫片、阀头与阀杆组件、阀座与阀杆导向件,"3"" (DN80)","8,597",3265858,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C P Q X,"Cap Gasket, Head & Stem Assembly Seat & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阀盖垫片、阀头与阀杆组件、阀座与阀杆导向件,"4""/5""","10,546",3265859,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C P Q X,"Cap Gasket, Head & Stem Assembly Seat & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
下阀杆、螺母与阀杆导向件,"2 1/2"" (DN65)",632,3265788,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,J Y Z,"Lower Stem, Nut & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
下阀杆、螺母与阀杆导向件,"3"" (DN80)",632,3265788,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,J Y Z,"Lower Stem, Nut & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
下阀杆、螺母与阀杆导向件,"4""/5""",867,3265789,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,J Y Z,"Lower Stem, Nut & Stem Guide",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜盘,"2 1/2"" (DN65)","1,545",3258010,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,K,Diaphragm Plate,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜盘,"3"" (DN80)","1,545",3258010,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,K,Diaphragm Plate,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜盘,"4""/5""","2,162",3258011,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,K,Diaphragm Plate,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜（每套2片）,"2 1/2"" (DN65)",480,3265692,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,L,Diaphragms (2 per set),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜（每套2片）,"3"" (DN80)",480,3265692,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,L,Diaphragms (2 per set),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
隔膜（每套2片）,"4""/5""",657,3265693,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,L,Diaphragms (2 per set),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（铜制）,"2 1/2"" (DN65)",904,1326753,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (铜),Transmission Tubing with Fittings (Copper),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（铜制）,"3"" (DN80)",904,1326754,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (铜),Transmission Tubing with Fittings (Copper),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（铜制）,"4""/5""",904,1326755,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (铜),Transmission Tubing with Fittings (Copper),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（不锈钢制）,"2 1/2"" (DN65)","1,298",6901132,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (不锈钢),Transmission Tubing with Fittings (SS),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（不锈钢制）,"3"" (DN80)","1,298",6901142,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (不锈钢),Transmission Tubing with Fittings (SS),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
带接头的导压管（不锈钢制）,"4""/5""","1,298",6901152,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* U (不锈钢),Transmission Tubing with Fittings (SS),,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
垫片包：阀盖、阀体/隔膜室及四个导阀垫片,"2 1/2"" (DN65)",373,3265770,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C S W,"Gasket Kit: Cap, Body/Diaphragm Case & Four Pilot Gaskets",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
垫片包：阀盖、阀体/隔膜室及四个导阀垫片,"3"" (DN80)",373,3265771,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C S W,"Gasket Kit: Cap, Body/Diaphragm Case & Four Pilot Gaskets",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
垫片包：阀盖、阀体/隔膜室及四个导阀垫片,"4""/5""",405,3265772,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,* C S W,"Gasket Kit: Cap, Body/Diaphragm Case & Four Pilot Gaskets",,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阻尼组件,"2 1/2"" (DN65)",509,3258027,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A1 C1,Damping Assembly,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阻尼组件,"3"" (DN80)",509,3258027,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A1 C1,Damping Assembly,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
阻尼组件,"4""/5""",509,3258028,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A1 C1,Damping Assembly,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
泄压管,"2 1/2"" (DN65)",349,3258022,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,D1,Relief Tube,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
泄压管,"3"" (DN80)",349,3258022,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,D1,Relief Tube,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
泄压管,"4""/5""",349,3258023,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,D1,Relief Tube,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
适用于 DN65-DN150 的感应管（铜制）,"2 1/2"" (DN65)",414,V000000000,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,Sensing Tube (Copper) for DN65-DN150,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
适用于 DN65-DN150 的感应管（铜制）,"3"" (DN80)",414,V000000000,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,Sensing Tube (Copper) for DN65-DN150,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
适用于 DN65-DN150 的感应管（铜制）,"4""/5""",414,V000000000,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,Sensing Tube (Copper) for DN65-DN150,,,,,减压阀/25P_减压阀备件包_DN65-DN150.md,25P_减压阀备件包_DN65-DN150,25P 减压阀备件包 (Kits) 数据表 (DN65-DN150),1
25P 导阀 SG 红弹簧,,"2,494",3266760,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,25P Pilot Valve SG Red Spring,,,,,减压阀/25P_导阀备件包_数据表.md,25P_导阀备件包_数据表,25P 导阀备件包数据表 (25P Pilot Valve),1
25P 导阀 SG 蓝弹簧,,"2,494",3266761,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,25P Pilot Valve SG Blue Spring,,,,,减压阀/25P_导阀备件包_数据表.md,25P_导阀备件包_数据表,25P 导阀备件包数据表 (25P Pilot Valve),1
25P 导阀 SG 黄弹簧,,"2,494",3266762,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,-,25P Pilot Valve SG Yellow Spring,,,,,减压阀/25P_导阀备件包_数据表.md,25P_导阀备件包_数据表,25P 导阀备件包数据表 (25P Pilot Valve),1
带固定环的盖板,,238,3265791,减压阀,"注：价格自 2024年1月1日起生效, 已包含 13% 增值税 (VAT)。",,A B,Cover Plate with Retaining Ring,,,,,减压阀/25P_导阀备件包_数据表.md,25P_导阀备件包_数据表,25P 导阀备件包数据表 (25P Pilot Valve),1
